  i	        epsilon	     Acceptance rate	     seconds	       log(Z_tot)	     log(Var(Z_tot))	            log(Z_D)	       log(Var(Z_D))	            log(Z_L)	       log(Var(Z_L))	        log(Var_min)	           Delta_max	          Delta_LFNS	    sampling seconds
498	        267.079	          0.00020154	       90.34	          221.378	             442.254	             214.304	             427.433	             221.377	             442.254	             441.595	             11.6229	            -1.52112	                0.32
499	        267.378	         0.000909215	       18.61	          221.489	             442.351	             214.498	             427.823	             221.488	             442.349	             441.819	             11.3237	            -1.76905	                0.27
500	        267.706	          0.00124231	       13.22	          221.416	              442.18	             214.688	             428.203	             221.414	             442.179	             441.674	             11.0295	            -1.82372	                0.29
501	        268.128	         0.000184701	       93.61	          223.288	             446.599	             214.889	             428.609	             223.288	             446.599	             445.422	             13.5225	           -0.799265	                0.34
502	        268.433	         0.000717489	       23.12	          223.208	             446.405	             215.099	             429.032	             223.208	             446.405	             445.264	             13.2075	           -0.838628	                0.28
503	        268.786	         0.000830841	       19.49	          223.284	             446.355	             215.321	              429.48	             223.284	             446.355	             445.419	             12.8805	            -1.09115	                0.28
504	        269.025	         0.000855213	          19	          223.219	             446.178	              215.53	             429.899	             223.218	             446.177	              445.29	              12.567	            -1.15543	                0.28
505	        269.225	          0.00189125	        8.94	          223.202	             446.052	             215.722	             430.284	             223.201	             446.052	             445.258	             12.2699	            -1.29173	                0.28
506	        269.527	         0.000165894	      102.28	          223.339	             446.143	             215.907	             430.656	             223.339	             446.142	             445.536	             11.9799	            -1.60821	                 0.3
507	        269.805	          0.00133967	       12.23	          223.274	             445.978	             216.099	             431.042	             223.273	             445.977	             445.407	             11.6831	            -1.67788	                0.29
508	        270.187	         0.000373608	       45.48	          223.294	             445.927	             216.285	             431.415	             223.294	             445.926	              445.45	             11.3929	            -1.88073	                0.32
509	        270.497	         0.000894895	       18.31	          223.347	             445.943	             216.488	             431.825	             223.345	             445.941	             445.556	             11.0844	            -2.11511	                 0.3
510	        270.834	           0.0011121	       14.27	          223.484	             446.153	             216.692	             432.235	             223.483	             446.152	             445.833	             10.7759	            -2.31813	                0.27
511	        271.208	         0.000290934	       60.45	          224.149	             447.711	              216.91	             432.675	             224.148	              447.71	             447.166	             11.7514	            -1.72777	                 0.3
512	        271.434	          0.00130933	       12.52	          224.102	             447.575	             217.121	             433.098	             224.101	             447.574	             447.075	             11.4359	            -1.82396	                0.28
513	        271.743	         0.000168103	      102.36	          224.156	             447.604	             217.317	             433.492	             224.155	             447.603	             447.185	             11.1353	            -2.01867	                 0.3
514	        272.024	         0.000789983	       20.62	          224.077	              447.43	             217.508	             433.878	             224.076	             447.428	             447.029	             10.8386	            -2.06698	                0.28
515	        272.198	           0.0013297	       12.26	          223.991	             447.247	             217.693	             434.248	             223.989	             447.244	             446.858	             10.5491	            -2.10198	                0.28
516	        272.373	          0.00016757	      105.99	          224.009	             447.226	              217.86	             434.583	             224.007	             447.223	             446.898	             10.2771	            -2.28573	                0.36
517	        272.644	          0.00201147	        8.12	          226.051	             451.697	              218.02	             434.902	             226.051	             451.696	             450.984	             12.4988	            -1.40804	                0.28
518	         272.93	         0.000269836	       60.27	           225.95	             451.491	             218.186	             435.235	              225.95	             451.491	             450.784	             12.2282	            -1.41499	                0.32
519	        273.356	          0.00139285	       11.34	          227.073	             453.983	             218.358	             435.584	             227.073	             453.983	             453.032	             13.6615	            -1.05283	                0.29
520	         273.64	         0.000209809	       79.12	          226.977	             453.781	             218.545	             435.961	             226.976	             453.781	             452.841	             13.3693	            -1.06735	                 0.3
521	        273.943	            0.001036	       15.75	          226.887	             453.584	              218.73	             436.332	             226.886	             453.584	             452.664	             13.0802	            -1.09216	                0.28
522	        274.399	         0.000173866	      104.11	          227.191	             453.965	             218.937	             436.751	             227.191	             453.965	             453.275	             12.7685	            -1.44057	                0.36
523	        274.822	          0.00103525	        14.8	          227.131	             453.803	              219.16	             437.202	             227.131	             453.803	             453.157	             12.4404	            -1.51605	                0.28
524	        275.199	         0.000226224	       74.79	          227.134	             453.726	             219.408	             437.703	             227.134	             453.726	             453.165	             12.0878	            -1.67959	                0.32
525	        275.423	          0.00203728	        7.93	          227.038	             453.527	             219.642	             438.174	             227.037	             453.526	             452.974	             11.7484	            -1.69487	                0.28
526	        275.724	         9.76505e-05	      210.74	          227.373	             454.039	             219.866	             438.624	             227.372	             454.038	             453.647	             11.4194	             -2.0794	                0.48
527	        276.047	          0.00208355	        7.77	           229.66	             459.451	             220.082	             439.057	              229.66	             459.451	             458.224	             14.7683	            -0.71421	                0.28
528	        276.345	         0.000316126	       54.34	          229.566	             459.249	             220.299	             439.493	             229.566	             459.249	             458.038	             14.4464	           -0.731531	                0.32
529	        276.676	          0.00153834	       10.49	          229.603	             459.148	             220.513	             439.923	             229.603	             459.147	             458.115	             14.1276	             -0.9374	                0.28
530	        277.061	         0.000183187	       96.74	          229.503	             458.942	             220.728	             440.355	             229.502	             458.941	             457.915	              13.808	           -0.944498	                0.34
531	        277.271	          0.00318878	        5.33	          229.403	             458.736	             220.942	             440.785	             229.403	             458.736	             457.718	             13.4886	           -0.953462	                0.28
532	        277.606	         0.000205876	       87.15	          229.436	             458.651	             221.153	             441.209	             229.436	             458.651	             457.786	              13.173	            -1.15707	                0.32
533	        277.932	          0.00188041	        8.42	          229.345	             458.454	             221.362	              441.63	             229.345	             458.454	             457.606	              12.859	            -1.18058	                0.29
534	        278.294	         0.000232523	        78.3	           229.28	             458.281	             221.578	             442.065	              229.28	             458.281	             457.479	             12.5383	            -1.24754	                0.35
535	        278.528	          0.00343643	        4.62	          229.489	             458.503	             221.789	             442.487	             229.489	             458.502	               457.9	             12.2229	             -1.5833	                0.28
536	        279.023	          0.00034929	       49.13	          230.702	             461.278	             222.012	             442.938	             230.702	             461.277	             460.326	              13.664	            -1.03438	                0.36
537	        279.431	           0.0035524	         4.4	          232.801	             465.582	             222.263	             443.444	             232.801	             465.582	             464.528	             15.6043	           -0.902333	                0.28
538	        279.769	         0.000392858	       41.18	          232.747	             465.411	             222.512	             443.945	             232.747	             465.411	             464.421	             15.2503	           -0.981567	                0.31
539	        280.065	          0.00551572	        2.94	          232.642	             465.202	             222.759	             444.441	             232.642	             465.202	             464.214	             14.8983	           -0.982817	                0.27
540	        280.433	         0.000594742	       27.63	          232.955	             465.558	             222.993	              444.91	             232.955	             465.558	             464.842	             14.5599	            -1.37716	                0.31
541	        280.739	          0.00483325	        3.39	          232.859	             465.358	             223.225	             445.377	             232.859	             465.358	             464.652	             14.2226	            -1.39304	                0.28
542	        281.177	         0.000259794	       98.29	          234.839	             469.773	             223.461	             445.854	             234.839	             469.773	             468.613	             16.5321	           -0.773829	                0.88
543	        281.692	          0.00787712	        2.18	           234.76	             469.581	             223.729	             446.395	              234.76	             469.581	             468.458	             16.1598	           -0.814661	                0.28
544	        282.152	         0.000517612	       33.27	          234.963	             469.671	             224.026	             446.996	             234.963	             469.671	             468.866	             15.7581	            -1.23107	                0.35
545	        282.439	          0.00857265	        1.93	          234.953	             469.556	             224.326	             447.597	             234.953	             469.556	             468.847	             15.3529	            -1.38395	                0.28
546	        282.875	         0.000874126	       19.03	          235.207	             469.919	             224.614	             448.175	             235.207	             469.919	             469.357	             14.9607	             -1.6544	                0.33
547	        283.217	          0.00849257	        2.17	          238.423	             476.985	             224.905	              448.76	             238.423	             476.985	             475.792	             18.7024	           -0.730534	                0.29
548	        283.631	          0.00164976	        9.94	          238.319	             476.777	             225.172	             449.296	             238.319	             476.777	             475.586	             18.3308	           -0.731633	                0.31
549	        284.088	         0.000546717	       33.17	          238.252	             476.592	             225.469	             449.894	             238.252	             476.592	             475.455	             17.9286	           -0.790827	                0.43
550	        284.357	          0.00717103	        2.44	          241.046	             481.867	              225.75	             450.455	             241.046	             481.867	             481.044	             19.9352	            -1.19823	                0.29
551	        284.748	         0.000756859	       25.38	           240.95	             481.666	             226.008	             450.974	              240.95	             481.666	             480.854	             19.5716	             -1.2136	                0.45
552	        285.199	          0.00909091	        1.93	          240.846	             481.459	             226.299	              451.56	             240.846	             481.459	             480.649	             19.1759	            -1.21647	                0.28
553	        285.565	         0.000984494	       17.73	          240.758	             481.265	             226.591	             452.145	             240.758	             481.265	             480.475	             18.7795	            -1.24529	                0.33
554	        285.978	           0.0074599	        2.34	          241.705	             483.213	             226.896	             452.757	             241.705	             483.213	             482.371	             19.6707	            -1.16673	                0.28
555	        286.322	          0.00133324	       12.01	          241.648	             483.049	             227.181	             453.326	             241.648	             483.049	              482.26	             19.2816	            -1.24429	                0.31
556	        286.791	          0.00140875	        11.3	          241.545	             482.842	             227.466	             453.902	             241.545	             482.842	             482.056	             18.8912	            -1.24782	                0.29
557	        287.471	          0.00156128	        11.6	           244.71	             489.665	             227.797	             454.576	              244.71	             489.665	             488.386	             22.1704	           -0.626572	                0.34
558	        288.205	          0.00088881	        20.6	          244.605	             489.456	             228.228	             455.454	             244.605	             489.456	             488.179	             21.6346	           -0.627266	                0.32
559	        288.742	           0.0115808	        1.63	          245.497	             490.866	             228.693	             456.389	             245.497	             490.866	             489.966	             21.6425	            -1.07978	                0.28
560	        289.301	          0.00177699	        9.58	          245.423	             490.683	             229.151	             457.308	             245.423	             490.683	              489.82	               21.08	            -1.13058	                0.34
561	        289.629	          0.00146124	       11.43	           245.32	             490.475	             229.555	             458.112	              245.32	             490.475	             489.615	             20.5708	            -1.13335	                0.42
562	        290.101	          0.00175917	        9.44	          246.903	             493.842	             229.924	              458.85	             246.903	             493.842	             492.783	             22.0706	           -0.870726	                0.36
563	        290.616	          0.00287728	         5.5	          246.835	              493.66	             230.304	             459.612	             246.835	              493.66	             492.649	             21.5862	           -0.929068	                0.32
564	        291.348	          0.00219202	        7.27	          255.663	             511.634	              230.74	             460.493	             255.663	             511.634	             510.308	             30.2212	           -0.570506	                0.29
565	        291.868	         0.000868244	       20.14	          255.694	             511.517	             231.199	             461.414	             255.694	             511.517	             510.371	             29.6574	           -0.764692	                0.35
566	        292.431	           0.0107239	        1.46	          255.589	             511.309	             231.615	             462.254	             255.589	             511.309	             510.164	             29.1362	           -0.765376	                0.28
567	        292.848	          0.00156629	       11.04	          255.484	               511.1	             232.053	             463.125	             255.484	               511.1	             509.956	             28.5934	           -0.765955	                0.36
568	        293.386	          0.00241051	        6.31	           255.38	             510.891	             232.463	             463.947	              255.38	             510.891	             509.749	             28.0791	           -0.766927	                0.32
569	        293.924	          0.00123373	       13.49	          255.277	             510.683	             232.885	             464.793	             255.277	             510.683	             509.546	             27.5517	           -0.771064	                0.38
570	        294.468	          0.00121403	       13.69	          255.257	             510.535	             233.315	             465.656	             255.257	             510.535	             509.508	             27.0171	           -0.900708	                0.38
571	        295.038	          0.00100883	       21.36	          255.157	              510.33	             233.766	             466.559	             255.157	              510.33	              509.31	             26.4616	            -0.90947	                0.58
572	        295.873	          0.00138523	       11.56	          255.124	             510.177	             234.281	             467.606	             255.124	             510.177	             509.246	              25.841	            -1.02337	                0.32
573	        296.489	         0.000702519	       24.56	          255.619	             510.926	             234.833	             468.713	             255.619	             510.926	             510.238	             25.2706	            -1.39029	                0.42
574	        297.219	           0.0102669	         1.6	          255.516	              510.72	              235.37	             469.797	             255.516	              510.72	             510.035	             24.6284	            -1.39509	                0.28
575	        297.765	           0.0010777	       15.12	          261.639	             523.586	             235.888	             470.829	             261.639	             523.586	             522.283	             31.0449	            -0.58316	                0.34
576	         298.23	          0.00250532	         6.4	          261.535	             523.377	             236.382	             471.809	             261.535	             523.377	             522.076	             30.4461	           -0.583863	                0.31
577	        299.072	         0.000949623	        18.1	          261.848	             523.606	             236.869	             472.808	             261.848	             523.606	             522.704	             29.8537	            -1.05787	                0.39
578	        299.985	           0.0170503	        0.98	          261.743	             523.398	             237.486	              474.07	             261.743	             523.398	             522.497	             29.1323	            -1.05851	                0.28
579	        301.022	         0.000577934	       30.27	          279.971	             560.258	             238.233	             475.594	             279.971	             560.258	             558.954	              47.036	           -0.577667	                0.39
580	        302.284	          0.00903751	        2.01	          279.866	             560.049	             239.155	             477.529	             279.866	             560.049	             558.747	             46.0096	           -0.578191	                0.27
581	        303.115	          0.00116782	       13.57	          279.761	              559.84	             240.133	             479.412	             279.761	              559.84	             558.539	             44.9268	           -0.578716	                 0.3
582	        303.646	         0.000725216	       22.54	          279.656	             559.631	             240.833	             480.764	             279.656	             559.631	             558.331	             44.1221	            -0.57924	                0.37
583	        304.568	          0.00769231	        1.94	          279.552	             559.422	             241.523	             482.164	             279.552	             559.422	             558.124	             43.3274	           -0.579763	                0.28
584	        305.398	         0.000958267	       16.42	          279.447	             559.213	             242.232	             483.568	             279.447	             559.213	             557.916	             42.5129	           -0.580286	                 0.3
585	        306.173	           0.0160772	         1.1	          279.342	             559.004	             242.948	             485.011	             279.342	             559.004	             557.708	             41.6919	           -0.580809	                0.28
586	        306.693	          0.00105357	       14.83	          279.237	             558.795	             243.578	             486.248	             279.237	             558.795	             557.501	             40.9575	           -0.581331	                0.32
587	        307.704	         0.000448934	        36.4	          279.132	             558.586	             244.326	             487.756	             279.132	             558.586	             557.293	             40.1046	           -0.581853	                0.35
588	        308.428	          0.00869565	        1.89	          279.029	             558.377	             244.965	             489.032	             279.029	             558.377	             557.088	              39.361	           -0.584045	                0.28
589	        308.844	          0.00053349	       31.65	          278.924	             558.168	             245.527	             490.138	             278.924	             558.168	              556.88	             38.6942	           -0.584568	                0.39
590	        309.681	          0.00923788	        1.82	          278.819	             557.959	             246.066	             491.232	             278.819	             557.959	             556.673	             38.0502	           -0.585107	                0.28
591	        310.536	          0.00127429	        12.6	          278.714	              557.75	             246.783	             492.675	             278.714	              557.75	             556.465	             37.2283	           -0.585628	                 0.3
592	        310.992	         0.000715692	       23.79	          278.609	             557.541	             247.354	             493.801	             278.609	             557.541	             556.257	             36.5523	           -0.586149	                0.31
593	        311.527	           0.0120409	        1.66	          278.505	             557.332	             247.852	             494.788	             278.505	             557.332	              556.05	             35.9503	           -0.586694	                0.28
594	        312.317	          0.00132521	       12.29	            278.4	             557.123	             248.364	             495.821	               278.4	             557.123	             555.842	             35.3327	           -0.587214	                0.32
595	        313.015	          0.00092302	       18.43	          278.297	             556.915	             248.937	             496.976	             278.297	             556.915	             555.638	             34.6548	           -0.590468	                0.32
596	        313.962	           0.0118133	        1.48	          278.211	             556.717	             249.633	             498.391	             278.211	             556.717	             555.469	             33.8542	           -0.620144	                0.28
597	        314.829	          0.00167673	        9.75	          278.106	             556.508	             250.306	             499.749	             278.106	             556.508	             555.261	             33.0764	           -0.620758	                0.33
598	        315.332	          0.00098824	       17.13	          278.002	             556.299	             250.962	             501.035	             278.002	             556.299	             555.053	             32.3157	           -0.621285	                0.32
599	        316.147	           0.0127146	        1.32	          277.897	              556.09	               251.6	             502.319	             277.897	              556.09	             554.846	             31.5734	           -0.621811	                0.28
600	        316.977	          0.00107388	       15.55	          277.792	             555.881	             252.213	             503.564	             277.792	             555.881	             554.638	             30.8551	           -0.622346	                 0.3
601	        317.643	         0.000835876	        20.3	          277.687	             555.671	             252.856	              504.84	             277.687	             555.671	              554.43	             30.1076	           -0.622887	                0.35
602	        318.266	          0.00446528	        3.81	          277.583	             555.463	             253.452	             506.021	             277.583	             555.463	             554.224	             29.4067	           -0.624654	                0.27
603	        318.856	         0.000964785	       18.93	          277.478	             555.254	             254.028	             507.169	             277.478	             555.254	             554.017	             28.7255	           -0.625184	                0.36
604	        319.376	          0.00748503	        2.14	          277.374	             555.045	             254.494	             508.092	             277.374	             555.045	             553.809	             28.1544	           -0.625758	                0.27
605	        319.918	         0.000455498	       40.28	          277.269	             554.836	             254.977	             509.059	             277.269	             554.836	             553.602	             27.5669	           -0.626421	                0.35
606	         320.57	          0.00666001	        2.52	          277.164	             554.627	             255.475	             510.061	             277.164	             554.627	             553.394	             26.9641	           -0.627061	                0.29
607	        321.254	          0.00101061	       18.18	          277.059	             554.418	              255.98	             511.082	             277.059	             554.418	             553.186	             26.3543	           -0.627592	                0.31
608	        321.817	         0.000447808	        42.6	          276.956	             554.209	             256.516	             512.148	             276.956	             554.209	             552.981	              25.714	           -0.629821	                0.46
609	        322.334	          0.00559128	        2.93	          276.851	                 554	             257.002	             513.117	             276.851	                 554	             552.773	             25.1226	           -0.630455	                0.27
610	        323.355	         0.000380735	       45.23	          278.745	             557.638	             257.553	             514.258	             278.745	             557.638	             556.563	             26.3445	           -0.803974	                0.34
611	        324.148	          0.00598086	        3.89	          278.699	             557.473	             258.229	             515.619	             278.699	             557.473	             556.473	             25.5633	           -0.895152	                0.28
612	        324.632	         0.000910249	       18.28	          278.606	             557.273	             258.826	             516.785	             278.606	             557.273	             556.289	             24.8614	           -0.914492	                0.29
613	        325.244	          0.00692042	        2.48	          279.128	             558.036	             259.361	             517.854	             279.128	             558.036	             557.335	             24.3016	            -1.32852	                0.29
614	        325.733	         0.000736838	       24.45	          279.024	             557.828	             259.846	             518.813	             279.024	             557.828	             557.129	             23.7118	            -1.33063	                0.31
615	        326.045	           0.0066291	        2.59	           278.92	              557.62	             260.277	             519.666	              278.92	              557.62	             556.923	             23.1753	            -1.33235	                0.27
616	        326.835	         0.000858775	       20.96	          278.839	             557.436	             260.685	             520.495	             278.839	             557.436	             556.763	             22.6624	            -1.37375	                0.32
617	        327.414	          0.00558347	        2.46	          281.844	             563.957	             261.194	             521.516	             281.844	             563.957	             562.776	                25.9	           -0.672985	                0.28
618	        328.008	         0.000901023	       19.76	          281.791	             563.783	             261.663	             522.457	             281.791	             563.783	             562.671	             25.3258	           -0.751725	                0.32
619	        328.392	           0.0178253	        1.28	          281.686	             563.574	             262.113	             523.348	             281.686	             563.574	             562.463	             24.7713	           -0.752579	                0.28
620	        329.065	         0.000684814	       26.55	          286.555	             573.438	             262.551	              524.23	             286.555	             573.438	             572.202	              29.295	           -0.609572	                0.33
621	        329.986	           0.0097561	        1.78	           286.45	             573.229	             263.106	              525.37	              286.45	             573.229	             571.994	             28.6352	           -0.610087	                0.29
622	        330.588	         0.000248933	       80.57	          286.345	              573.02	             263.694	             526.541	             286.345	              573.02	             571.786	             27.9427	           -0.610689	                0.43
623	        331.172	           0.0105652	        1.86	          286.243	             572.812	             264.209	              527.57	             286.243	             572.812	             571.583	             27.3223	           -0.614823	                0.29
624	        331.517	         0.000621407	       28.86	          286.147	             572.609	             264.703	             528.543	             286.147	             572.609	             571.394	             26.7233	           -0.629162	                0.32
625	        332.202	          0.00915751	        1.85	          286.042	               572.4	             265.186	              529.51	             286.042	               572.4	             571.186	             26.1362	           -0.629811	                0.27
626	        332.828	         0.000273579	       76.75	          285.938	             572.191	             265.653	             530.452	             285.938	             572.191	             570.979	             25.5638	           -0.630924	                0.49
627	        333.397	          0.00841751	        2.31	          286.079	             572.176	             266.143	             531.428	             286.079	             572.176	             571.263	             24.9689	           -0.995033	                0.28
628	        334.027	          0.00203853	        9.26	          285.974	             571.967	             266.623	             532.391	             285.974	             571.967	             571.056	             24.3847	           -0.995677	                0.31
629	        334.653	         0.000768846	       23.38	          285.893	             571.778	              267.13	             533.413	             285.893	             571.778	             570.896	             23.7728	            -1.03549	                0.37
630	        335.342	            0.017138	        1.37	          285.788	             571.569	             267.665	             534.492	             285.788	             571.569	             570.689	             23.1326	            -1.03615	                0.28
631	         335.99	          0.00103236	       17.95	          285.684	             571.361	             268.199	             535.559	             285.684	             571.361	             570.481	             22.4935	             -1.0371	                0.28
632	         336.65	         0.000309986	      105.96	          285.581	             571.153	             268.722	             536.611	             285.581	             571.153	             570.277	             21.8662	            -1.04059	                1.35
633	        337.109	           0.0134048	        2.38	          285.483	              570.95	              269.22	             537.596	             285.483	              570.95	             570.082	             21.2633	            -1.05208	                0.28
634	        337.542	           0.0122624	        1.65	          285.378	             570.741	             269.671	             538.492	             285.378	             570.741	             569.875	             20.7079	            -1.05284	                0.29
635	        338.002	         0.000729927	        25.1	          285.275	             570.534	             270.079	             539.308	             285.275	             570.534	             569.672	             20.1948	            -1.05737	                0.32
636	        338.554	           0.0106952	        2.12	          285.253	               570.4	             270.487	             540.126	             285.253	               570.4	             569.629	             19.6822	            -1.19249	                0.28
637	        339.124	          0.00187319	        9.47	          285.151	             570.194	             270.898	             540.949	             285.151	             570.194	             569.426	             19.1659	            -1.19731	                0.29
638	        339.862	         0.000722543	       25.49	            285.1	             570.038	             271.357	             541.875	               285.1	             570.038	             569.327	             18.6027	            -1.28876	                0.36
639	        340.372	           0.0103788	        1.43	          286.062	             572.015	              271.88	             542.923	             286.062	             572.015	             571.252	             19.0575	            -1.20339	                0.28
640	        341.146	          0.00125133	       16.43	          287.908	             575.961	              272.42	             544.012	             287.908	             575.961	             574.947	             20.6278	           -0.850135	                0.36
641	        341.566	         0.000995272	       16.83	          288.142	              576.14	             272.904	             544.978	             288.142	              576.14	             575.416	             20.0383	            -1.26417	                0.31
642	         342.13	           0.0159363	        1.27	           288.04	             575.934	             273.359	             545.884	              288.04	             575.934	             575.214	             19.4794	            -1.26968	                0.29
643	        342.694	          0.00262226	        6.89	          287.935	             575.725	              273.82	             546.806	             287.935	             575.725	             575.006	             18.9134	            -1.27042	                0.31
644	        343.336	          0.00103681	       18.52	          287.831	             575.517	             274.272	             547.719	             287.831	             575.517	             574.799	             18.3567	            -1.27178	                 0.4
645	        343.818	         0.000742583	       26.14	          291.654	             583.633	             274.733	             548.639	             291.654	             583.633	             582.447	             22.1987	           -0.642551	                0.37
646	        344.524	           0.0135044	        1.06	           291.55	             583.424	             275.235	             549.651	              291.55	             583.424	             582.241	             21.5922	           -0.644273	                0.28
647	        344.962	          0.00132784	       13.84	          291.445	             583.215	             275.702	              550.58	             291.445	             583.215	             582.034	             21.0204	           -0.645086	                0.31
648	        345.405	         0.000994332	       17.81	          291.341	             583.006	             276.145	             551.461	             291.341	             583.006	             581.826	              20.473	           -0.645871	                0.32
649	        346.034	           0.0152788	        1.27	          291.236	             582.797	             276.586	             552.346	             291.236	             582.797	             581.619	             19.9271	           -0.646432	                0.28
650	        346.551	         0.000610091	       32.96	          291.149	             582.599	             277.017	             553.208	             291.149	             582.599	             581.447	             19.3913	           -0.675158	                0.44
651	        347.006	           0.0106952	        1.26	           291.05	             582.394	             277.407	             553.987	              291.05	             582.394	              581.25	              18.896	           -0.684404	                0.28
652	        347.455	         0.000948227	       19.65	          291.308	             582.574	             277.786	             554.745	             291.308	             582.574	             581.769	             18.4122	            -1.12486	                0.32
653	         347.83	           0.0128452	        1.16	          291.204	             582.366	              278.16	             555.492	             291.204	             582.366	             581.561	             17.9335	            -1.12603	                0.28
654	        348.313	          0.00232775	        7.85	          291.102	             582.159	             278.528	             556.227	             291.102	             582.159	             581.359	             17.4614	             -1.1314	                0.32
655	        348.721	          0.00073918	       24.66	          290.997	             581.951	             278.878	             556.928	             290.997	             581.951	             581.153	              17.006	            -1.13296	                0.32
656	        349.139	           0.0160128	        1.29	          290.894	             581.743	             279.219	              557.61	             290.894	             581.743	             580.947	             16.5604	            -1.13539	                0.28
657	        349.694	          0.00202963	        9.33	          290.794	             581.539	             279.578	              558.33	             290.794	             581.539	             580.749	             16.0965	            -1.14444	                0.28
658	        350.085	          0.00113122	       15.63	           290.86	             581.527	             279.937	             559.049	              290.86	             581.527	             580.884	              15.633	             -1.3875	                0.31
659	        350.465	         0.000498169	       38.49	          290.769	             581.333	             280.268	             559.712	             290.769	             581.333	             580.703	             15.1971	            -1.41195	                0.36
660	         350.96	           0.0120192	         1.7	          290.671	             581.132	             280.626	             560.429	             290.671	             581.132	              580.51	             14.7345	            -1.42468	                0.28
661	        351.408	          0.00132135	       13.53	          290.626	             580.991	             280.952	             561.084	             290.625	             580.991	              580.42	             14.3038	            -1.52172	                0.31
662	         351.76	         0.000997954	       19.21	          290.529	             580.792	             281.268	             561.718	             290.529	             580.792	             580.228	             13.8821	            -1.53704	                0.34
663	        352.267	           0.0143369	        1.45	          293.534	             587.355	             281.592	             562.366	             293.534	             587.355	             586.241	             17.1852	           -0.707295	                0.29
664	        352.631	           0.0016749	       11.39	          293.879	             587.686	              281.92	             563.024	             293.879	             587.686	             586.932	             16.7518	            -1.19387	                0.38
665	            353	         0.000673764	       27.74	          293.774	             587.477	             282.232	             563.647	             293.774	             587.477	             586.724	             16.3353	            -1.19483	                0.38
666	        353.376	           0.0230947	        0.96	          293.674	             587.273	             282.531	             564.246	             293.674	             587.273	             586.526	             15.9312	            -1.20362	                0.28
667	        353.739	         0.000346747	       57.04	          295.594	             591.367	             282.827	             564.839	             295.594	             591.367	             590.367	             17.9209	           -0.842709	                0.43
668	        354.101	           0.0133511	        1.56	          295.489	             591.158	             283.107	             565.399	             295.489	             591.158	              590.16	             17.5359	           -0.843488	                0.29
669	        354.507	         0.000491896	       38.81	          295.387	             590.952	             283.397	             565.981	             295.387	             590.952	             589.957	             17.1411	           -0.848496	                0.41
670	        354.939	            0.013947	        1.19	          295.283	             590.743	             283.696	             566.582	             295.283	             590.743	             589.752	              16.737	           -0.850926	                0.28
